date,price
2014-04-15,400.049450549451
2014-04-16,431.408805031447
2014-04-17,385.739644970414
2014-04-18,356.225
2014-04-19,336.572327044025
2014-04-20,275.522471910112
2014-04-21,339.824561403509
2014-04-22,506.766233766234
2014-04-23,448.206060606061
2014-04-24,481.417218543046
2014-04-25,399.175824175824
2014-04-26,320.092024539877
2014-04-27,297.338983050847
2014-04-28,424.644736842105
2014-04-29,382.576470588235
2014-04-30,461.282608695652
2014-05-01,338.965909090909
2014-05-02,372.552795031056
2014-05-03,381.387323943662
2014-05-04,342.841059602649
2014-05-05,542.104
2014-05-06,398.082474226804
2014-05-07,439.150943396226
2014-05-08,412.796407185629
2014-05-09,389.958823529412
2014-05-10,315.173184357542
2014-05-11,345.986842105263
2014-05-12,453.768292682927
2014-05-13,428.12962962963
2014-05-14,465.386666666667
2014-05-15,437.970760233918
2014-05-16,361.508287292818
2014-05-17,309.312138728324
2014-05-18,290.186046511628
2014-05-19,381.511904761905
2014-05-20,404.067796610169
2014-05-21,393.742857142857
2014-05-22,426.412790697674
2014-05-23,441.272727272727
2014-05-24,343.324675324675
2014-05-25,357.552795031056
2014-05-26,424.094936708861
2014-05-27,503.852941176471
2014-05-28,428.03550295858
2014-05-29,463.560283687943
2014-05-30,389.982035928144
2014-05-31,354.91156462585
2014-06-01,315.554285714286
2014-06-02,333.854922279793
2014-06-03,393.531073446328
2014-06-04,357.659340659341
2014-06-05,440.427631578947
2014-06-06,448.503597122302
2014-06-07,330.387096774194
2014-06-08,355.205882352941
2014-06-09,383.814102564103
2014-06-10,379.137724550898
2014-06-11,430.321917808219
2014-06-12,376.418604651163
2014-06-13,397.171779141104
2014-06-14,301.101123595506
2014-06-15,283.768421052632
2014-06-16,363.095744680851
2014-06-17,380.853260869565
2014-06-18,404.354430379747
2014-06-19,373.976047904192
2014-06-20,308.5
2014-06-21,275.123655913978
2014-06-22,278.355555555556
2014-06-23,342.136363636364
2014-06-24,345.122340425532
2014-06-25,344.368983957219
2014-06-26,359.251461988304
2014-06-27,319.624365482233
2014-06-28,298.857142857143
2014-06-29,315.962025316456
2014-06-30,529.793893129771
2014-07-01,522.127819548872
2014-07-02,487.065693430657
2014-07-03,452.151079136691
2014-07-04,358.397590361446
2014-07-05,328.644736842105
2014-07-06,367.176056338028
2014-07-07,431.24
2014-07-08,467.446666666667
2014-07-09,412.759036144578
2014-07-10,433.590604026846
2014-07-11,378.698717948718
2014-07-12,340.471337579618
2014-07-13,327.60625
2014-07-14,464.896296296296
2014-07-15,454.817610062893
2014-07-16,455.354166666667
2014-07-17,385.075581395349
2014-07-18,372.453488372093
2014-07-19,336.457627118644
2014-07-20,335.490322580645
2014-07-21,414.129032258065
2014-07-22,470.830985915493
2014-07-23,458.102739726027
2014-07-24,463.468531468531
2014-07-25,377.288343558282
2014-07-26,420.39552238806
2014-07-27,339.81045751634
2014-07-28,431.626666666667
2014-07-29,413.469798657718
2014-07-30,384.610465116279
2014-07-31,452.993506493507
2014-08-01,432.579617834395
2014-08-02,337.355828220859
2014-08-03,348.188311688312
2014-08-04,530.0546875
2014-08-05,539.42962962963
2014-08-06,490.256097560976
2014-08-07,436.95625
2014-08-08,434.789808917197
2014-08-09,331.333333333333
2014-08-10,327.19209039548
2014-08-11,415.247252747253
2014-08-12,442.425287356322
2014-08-13,522.331034482759
2014-08-14,439.344444444444
2014-08-15,443.593939393939
2014-08-16,430.215189873418
2014-08-17,354.252941176471
2014-08-18,367.464646464646
2014-08-19,401.827956989247
2014-08-20,436.934911242604
2014-08-21,443.418181818182
2014-08-22,426.738853503185
2014-08-23,355.512345679012
2014-08-24,388.321917808219
2014-08-25,510.175182481752
2014-08-26,420.0
2014-08-27,441.307692307692
2014-08-28,396.693641618497
2014-08-29,403.611764705882
2014-08-30,336.340659340659
2014-08-31,307.207446808511
2014-09-01,517.522058823529
2014-09-02,489.176870748299
2014-09-03,425.254437869822
2014-09-04,448.164556962025
2014-09-05,469.227586206897
2014-09-06,354.016759776536
2014-09-07,389.367741935484
2014-09-08,526.152777777778
2014-09-09,560.356164383562
2014-09-10,462.152866242038
2014-09-11,388.388235294118
2014-09-12,444.051948051948
2014-09-13,338.375690607735
2014-09-14,428.196202531646
2014-09-15,497.886075949367
2014-09-16,510.140350877193
2014-09-17,431.747311827957
2014-09-18,432.201117318436
2014-09-19,406.06432748538
2014-09-20,360.693181818182
2014-09-21,364.634146341463
2014-09-22,436.244047619048
2014-09-23,515.22
2014-09-24,480.602564102564
2014-09-25,456.529069767442
2014-09-26,541.455223880597
2014-09-27,473.481203007519
2014-09-28,477.900763358779
2014-09-29,568.788321167883
2014-09-30,509.843137254902
2014-10-01,508.251612903226
2014-10-02,525.978102189781
2014-10-03,511.027210884354
2014-10-04,432.675324675325
2014-10-05,398.402366863905
2014-10-06,484.776397515528
2014-10-07,590.067164179104
2014-10-08,547.347222222222
2014-10-09,559.385135135135
2014-10-10,522.954838709677
2014-10-11,451.527777777778
2014-10-12,429.114864864865
2014-10-13,502.851612903226
2014-10-14,616.393939393939
2014-10-15,505.013245033113
2014-10-16,511.736486486487
2014-10-17,498.866197183099
2014-10-18,405.34756097561
2014-10-19,475.601503759398
2014-10-20,603.649635036496
2014-10-21,533.666666666667
2014-10-22,503.062893081761
2014-10-23,534.026490066225
2014-10-24,489.974842767296
2014-10-25,467.838709677419
2014-10-26,566.096
2014-10-27,528.157232704403
2014-10-28,637.536231884058
2014-10-29,604.303225806452
2014-10-30,544.835294117647
2014-10-31,455.867021276596
2014-11-01,437.679245283019
