date,open,high,low,close,avg-block-size,blocks-size,cost-per-transaction,difficulty,hash-rate,market-cap,median-confirmation-time,miners-revenue,n-transactions-excluding-popular,n-transactions-per-block,n-transactions-total,n-transactions,output-volume,total-bitcoins,trade-volume,transaction-fees-usd,transaction-fees
2018-01-11,14968.2001953125,15018.7998046875,13105.900390625,13405.7998046875,1.05711745595855,151820.634744,126.202160769689,1931136454487.0,18527481.5719221,229801150602.1345,11.425,43029257.7252294,322216.0,1751.0829015544,291372755.0,337959.0,1858450.48095441,16795993.619791668,1471688932.1852,9628849.11285315,697.44083354
2018-01-12,13453.900390625,14229.900390625,13158.099609375,13980.599609375,1.05466875842697,152024.622243,129.199483748071,1931136454487.0,17087521.8642597,228807456031.6163,8.16666666666667,38771602.2774424,286175.0,1685.90449438202,291709927.0,300091.0,1779515.71814438,16798306.25,1474449470.192,8444052.3487506,617.63579417
2018-01-13,13952.400390625,14659.5,13952.400390625,14360.2001953125,1.01463759060403,152212.310983,128.16302658443,2134254177773.12,16501289.1137539,239398076425.6802,9.68333333333333,34057401.8694134,253379.0,1783.45637583893,292011260.0,265735.0,1365097.69524724,16800350.0,946314221.587,7527208.00610091,528.46632102
2018-01-14,14370.7998046875,14511.7998046875,13268.0,13772.0,1.05065776774194,152363.504799,141.614290151583,2227847638503.0,17165770.5545763,230046147722.13956,7.73333333333333,33285730.8286788,223414.0,1516.41935483871,292276855.0,235045.0,1269172.79926966,16802250.0,709709926.9208,6725499.08350436,491.32446483
2018-01-15,13767.2998046875,14445.5,13641.7001953125,13819.7998046875,1.05933004666667,152526.356471,120.745722838202,2227847638503.0,16612036.0205577,232486367414.70807,8.48333333333333,33038806.9201573,259372.0,1824.15333333333,292512025.0,273623.0,1497810.16814616,16804156.25,723548274.3203,7067805.76946109,510.11761779
2018-01-16,13836.099609375,13843.099609375,10194.900390625,11490.5,1.05005422012579,152685.278912,103.199991495645,2227847638503.0,17608758.1817911,202818309191.74695,13.025,31344417.4170149,287366.0,1910.22012578616,292785792.0,303725.0,2889286.58911247,16806087.5,787732866.9914,7302138.45046067,606.38246009
2018-01-17,11431.099609375,11678.0,9402.2900390625,11188.599609375,1.06221141317365,152852.21919,92.7762435876046,2227847638503.0,18494733.4362209,180355100080.5604,13.425,31114647.1407057,300012.0,1890.84431137725,293089374.0,315771.0,2469526.1942497,16808128.680981595,3181013549.0601,7634951.75878622,675.09668652
2018-01-18,11198.7998046875,12107.2998046875,10942.5,11474.900390625,1.05084887283237,153029.607111,104.663622777906,2227847638503.0,19159214.8770432,192768245268.646,8.53333333333333,32739932.5047795,293730.0,1788.98843930636,293404775.0,309495.0,2156724.2005386,16810247.38372093,3269145779.4472,7636110.19048479,656.89753535
2018-01-19,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,1.04835652121212,153211.414962,120.900343455819,2227847638503.0,18273239.6226134,193542336017.59247,13.075,30328455.6576096,231462.0,1476.47878787879,293714651.0,243619.0,1953499.50915421,16812351.226993866,1934446829.373,5792083.75757471,491.48999429
2018-01-20,11656.2001953125,13103.0,11656.2001953125,12899.2001953125,1.10656858988764,153384.377157,137.559284713305,2227847638503.0,19712949.4110618,209192328836.27203,7.45,33422916.9660763,230899.0,1351.74719101124,293957315.0,240611.0,1460377.69958238,16814507.132768363,1204269035.298,5403087.25045328,429.4031975
2018-01-21,12889.2001953125,12895.900390625,11288.2001953125,11600.099609375,1.07749285561497,153581.391891,147.857056460239,2227847638503.0,20709671.5722952,199847502673.17252,11.525,31881234.2280697,207718.0,1153.05882352941,294197236.0,215622.0,1108525.07146823,16816787.5,1225700423.065,4066809.78597951,343.36269629
2018-01-22,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,1.08103810179641,153782.835273,108.784031457121,2227847638503.0,18494733.4362209,187013908345.2979,11.6,27049040.6377818,235003.0,1470.43113772455,294413218.0,245562.0,1525531.99580504,16818993.975903615,1175503832.9436,3517957.86539083,314.61253947
2018-01-23,10944.5,11377.599609375,10129.7001953125,10868.400390625,1.07034465536723,153963.38635,98.0192037211745,2227847638503.0,19602202.504258,179353799299.30798,7.8,26654950.1831213,232259.0,1536.3615819209,294660438.0,271936.0,1539514.45965906,16821150.0,1465499538.7331,3063102.60779686,285.95800518
2018-01-24,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,1.06999395454545,154152.788631,108.789214416885,2227847638503.0,19491455.5974543,184553679550.62424,12.325,27243321.4419195,241244.0,1422.85795454545,294929690.0,250423.0,1502763.71387053,16823356.25,1423493479.2224,3107500.58856931,283.49809897
2018-01-25,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,1.11032681012658,154341.167439,104.837545215046,2460585023617.37,20445148.5647756,190374326676.8803,11.375,24802466.4469755,227471.0,1497.3417721519,295182374.0,236580.0,1357490.31663831,16825443.75,1076890874.306,2488929.52292101,220.85446644
2018-01-26,11256.0,11656.7001953125,10470.2998046875,11171.400390625,1.04262729677419,154516.577488,108.011622378577,2603077300218.0,20056949.5413938,184987502167.1026,11.775,23885798.1844209,214772.0,1422.31612903226,295417668.0,220459.0,1702177.3888899,16827405.60064935,903886494.1449,2304911.19049579,209.13221596
2018-01-27,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,1.03854792993631,154678.175698,123.665162837462,2603077300218.0,20315748.890315,188964612771.57025,11.6,23938854.8917502,188058.0,1232.98089171975,295638481.0,193578.0,1363301.06797615,16829350.0,1330161211.8144,1891789.4019741,168.25469362
2018-01-28,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,1.03100884177215,154841.255481,115.2140260583,2603077300218.0,20445148.5647756,195616644734.4375,11.95,25365404.7629694,205967.0,1350.92405063291,295831893.0,213446.0,3128906.09631923,16831318.910256412,873498645.6154,1852191.13189476,155.34485572
2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,1.01817389189189,155004.152868,96.4512716964392,2603077300218.0,19151151.8201696,188711296716.13748,12.275,22393670.4573925,225983.0,1568.75675675676,296046100.0,232176.0,1941048.85270316,16833231.25,849439447.6602,1633654.09632724,145.75112922
2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,0.987508670658683,155153.771754,101.644433550342,2603077300218.0,21609745.6349211,179156674440.70212,11.075,24473743.4213841,230310.0,1416.82035928144,296275901.0,236609.0,2359671.26612013,16835199.09090909,747230355.0536,1723703.86380988,160.30090386
2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,1.04283131623932,155319.061414,80.4315728963141,2603077300218.0,15139761.9118908,168272358825.00302,15.675,16505765.2319171,197264.0,1745.94871794872,296513098.0,204276.0,1785708.48638844,16836973.16810345,1445440048.8948,1626015.23191709,162.20623626
2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,1.053963175,155441.764189,82.2423339562145,2603077300218.0,20703947.9136968,159687454004.56088,12.475,21564268.9326553,249466.0,1610.4,296719226.0,257664.0,2190613.27516081,16838711.15506329,1071289592.88,2061375.78705802,214.02754492
2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,1.02247852380952,155610.347284,86.2577927661084,2603077300218.0,21739145.3093817,143826170716.62732,11.225,20349765.9537948,229894.0,1404.27380952381,296975108.0,235918.0,1460796.37959501,16840756.25,1734879504.5345,2347594.242634,274.36258243
2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,0.996566860759494,155782.138369,97.4372468245736,2603077300218.0,20445148.5647756,149853019826.92102,10.475,19143008.6973898,184856.0,1233.48734177215,297211391.0,194891.0,910042.479216002,16842791.321656052,2491149103.6881,1316506.72015388,146.92776937
2018-02-04,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,0.990487949438202,155939.609068,116.928755506511,2603077300218.0,23033142.0539877,146396371403.92297,9.275,20590452.2721636,165753.0,975.769662921348,297407473.0,173687.0,972248.504667276,16844889.194915254,1089038712.0208,974897.36720038,111.31669812
2018-02-05,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,1.10273347027027,156115.914121,88.3332116307733,2603077300218.0,23938939.775212,128574229544.07872,6.13333333333333,19165215.2614707,208757.0,1169.52972972973,297579967.0,216363.0,1848912.71449762,16847158.08423913,1199569483.5732,1314099.47186097,173.7675019
2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,1.06752445882353,156319.922493,63.8501937919114,2607870187292.06,24293141.3193202,114576210699.205,7.43333333333333,15587109.3084814,238351.0,1436.0,297797902.0,244120.0,1914332.61631062,16849381.25,2089572991.491,1116858.0477034,164.26998571
2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,1.07172239007092,156501.425303,70.2650489547429,2874674234415.0,20149017.2119067,133854071282.19698,8.86666666666667,15016975.9975587,205988.0,1515.73758865248,298041763.0,213719.0,1160111.91246949,16851325.0,3408073088.7663,983807.150465148,123.52109098
2018-02-08,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,1.04830522900763,156652.542616,81.3318227291612,2874674234415.0,18720008.8990056,137888093238.92984,13.675,14093910.2289136,166517.0,1322.81679389313,298254822.0,173289.0,1171509.55403524,16853025.0,1814762086.6278,721166.982765556,87.98500449
2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,1.07619254814815,156789.904613,82.3949795099214,2874674234415.0,19291612.224166,139139147506.07428,12.2,14654771.0556346,173698.0,1317.48148148148,298428723.0,177860.0,1144162.67234831,16854687.5,1400664131.4024,731673.05190602,88.36425123
2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,1.03479242657343,156935.095099,91.6689246122588,2874674234415.0,20434818.874487,144887219535.5883,9.45,17003760.4952525,177603.0,1271.20979020979,298604656.0,181783.0,1537986.39994014,16856427.23214286,1249304448.9552,776390.203188731,88.79565618
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,1.00691915231788,157083.07799,109.545543564982,2874674234415.0,21578025.5248079,138204756110.65768,7.53333333333333,16243960.9275333,144165.0,974.887417218543,298786784.0,147208.0,1398605.05384881,16858265.083333332,1178588589.5,514636.550392491,61.96458348
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,1.04129159036145,157235.205926,99.5105504086869,2874674234415.0,23721537.9941597,145607569909.82202,10.2,18718332.5740756,183345.0,1126.01204819277,298935516.0,186918.0,1674741.82471679,16860244.696969695,858240548.9922,608894.014190361,69.96971094
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,1.03295615853659,157407.334135,99.8738964381421,2874674234415.0,23435736.3315795,145152241196.8972,11.05,18275325.065837,179616.0,1115.75609756098,299120940.0,182984.0,1315762.89938924,16862306.25,987896393.16,591710.612465598,68.57325292
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,1.01583483240223,157577.403619,105.656205897026,2874674234415.0,25579248.8009313,152380537537.42526,10.225,20752674.9936762,192621.0,1097.30167597765,299306169.0,196417.0,1557016.97897317,16864450.0,732425325.0496,574753.705668146,63.75846926
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,1.06389496183206,157759.251357,84.5223709285119,2874674234415.0,18720008.8990056,165836997135.87836,8.48333333333333,16956455.4438234,194351.0,1512.84732824427,299502626.0,198183.0,1418774.18366198,16866390.480769232,1138250927.2096,634974.513080313,64.08005499
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,0.989634394904459,157898.647988,107.867711852188,2874674234415.0,22435430.5125487,169159764424.83078,6.61666666666667,20250868.4877061,179086.0,1195.78343949045,299700423.0,187738.0,1102895.65944928,16868187.5,1520173447.8267,582971.814553841,58.25713445
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,0.973017181208054,158053.999484,117.098578404867,2874674234415.0,21292223.8622277,179791144946.03873,7.93333333333333,20350444.8424035,167847.0,1166.36912751678,299887754.0,173789.0,1473900.18968141,16870100.0,972263786.9056,518618.330287271,48.63875388
2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,0.972766672839506,158198.564077,140.23445084893,2874674234415.0,23149934.6689992,181035046383.9493,6.96666666666667,23072914.4326253,153951.0,984.537037037037,300060611.0,159495.0,1639023.58066962,16872052.8125,1215318036.3898,487058.572459239,44.58328081
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,1.00658407407407,158356.571351,123.108299410527,2874674234415.0,23149934.6689992,183311757076.69128,8.41666666666667,23360784.6795428,181922.0,1156.58641975309,300221697.0,187367.0,1789525.59119401,16874061.556603774,1446183867.9938,560303.42954282,50.9081119
2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,1.01084026241135,158519.660286,105.354393010975,2967853337743.98,21079198.6660777,194461679869.8261,8.46666666666667,20908106.0649931,191891.0,1407.48226950355,300408842.0,198455.0,1268017.87932992,16875962.5,1088412789.1382,600792.581522344,52.23072575
2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,0.985094627218935,158662.18411,113.569812525106,3007383866429.0,25265138.8267172,182102294532.3747,6.88333333333333,23304639.0999643,197610.0,1214.20710059172,300607070.0,205201.0,1325803.33981783,16877900.0,1482868607.2068,440373.143014955,40.68256761
2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,0.918956355704698,158828.660437,106.960601169637,3007383866429.0,22275181.5691176,173971211992.91293,9.11666666666667,19598925.7553184,176303.0,1229.76510067114,300812154.0,183235.0,1494875.80154908,16879887.5,1751252242.7958,385009.987559137,37.60222865
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,1.00629297297297,158965.610932,104.437936004849,3007383866429.0,22125683.7062376,168520839874.97516,12.675,19432244.5627423,177105.0,1251.30405405405,300995812.0,185193.0,1010312.59585165,16881738.18027211,1552533068.4702,736940.178236701,73.94810594
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,1.02789404137931,159114.568128,122.626955224934,3007383866429.0,21677190.1175976,167572237431.75082,14.75,18950033.89873,147767.0,1065.75172413793,301180816.0,154534.0,746134.753556644,16883575.0,1286052865.794,963926.256838823,96.1076690499999
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,0.710161315789473,159263.561866,144.02822492504,3007383866429.0,25564134.5524772,161857470588.70538,6.5,21134989.7819502,140109.0,847.187134502924,301333790.0,144869.0,605383.320573031,16885551.911764707,1111682121.7824,401597.040921979,41.44060303
2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,0.982314460992908,159384.300932,96.0836645532095,3007383866429.0,21079198.6660777,167432995253.4379,12.6,18189790.7038972,176307.0,1322.51063829787,301478395.0,186474.0,845197.491744043,16887494.55357143,702156577.3621,469262.203247795,46.19035139
2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,1.01619215,159523.483153,98.481440038354,3007383866429.0,23919658.0607974,178202056410.99875,10.625,21628887.7869834,206374.0,1372.65,301666510.0,219624.0,945506.24596197,16889381.25,1102352166.9636,533925.286983465,50.54578675
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,1.0542164,159686.10381,113.679963556419,3007383866429.0,23172168.7463975,179483370725.37924,10.725,21634661.2243493,182462.0,1220.7935483871,301885059.0,189223.0,1383087.97303506,16891350.89869281,947534416.9062,550051.771515995,51.29908837
2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,1.06824052121212,159849.508816,95.634058988861,3007383866429.0,24667147.3751973,180205101725.5102,11.225,23098876.8038155,227031.0,1416.6303030303,302074987.0,233744.0,1322629.8780573,16893347.929447852,1008948245.9602,571658.030179525,52.05574602
2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,0.861064474358974,160025.839098,113.370090019507,3007383866429.0,23321666.6092775,185628615476.7993,11.65,22178930.8207862,188528.0,1250.46794871795,302309658.0,195073.0,975776.272764159,16895355.241935484,877677223.9032,463417.415901214,42.01376982
2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,0.976833516666666,160160.107771,146.826423212899,3007383866429.0,26909615.3183971,191587230080.93857,9.95,26214536.4268542,171396.0,983.466666666667,302503778.0,177024.0,789724.28937326,16897459.63687151,759894065.8704,434170.509325304,37.96379904
2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,1.00285364189189,160335.950536,132.269440067678,3007383866429.0,22125683.7062376,190076036078.68143,10.925,21193664.6514841,155464.0,1082.64189189189,302681040.0,160231.0,623927.249627926,16899506.25,745890864.6954,376575.397663029,33.46586197
2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,1.01606051677852,160484.364404,109.090078977596,3233581400367.21,24372959.7309369,194759878557.04587,13.55,21974887.3290891,194866.0,1351.93288590604,302840660.0,201438.0,902570.350973113,16901362.5,642906304.456,513277.821881213,44.53138052
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,1.02220948717949,160635.720884,106.585833922776,3290605988755.0,25517998.1075581,186456480893.39597,6.83333333333333,21958387.1614346,193114.0,1320.61538461538,303041352.0,206016.0,939487.073907465,16903268.75,714536991.6552,410975.364433379,37.24003205
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,1.02232191082803,160795.198856,98.7948563047679,3290605988755.0,25681575.018504,176420175945.12897,7.23333333333333,21157511.2468039,194100.0,1362.91719745223,303249000.0,213978.0,931240.743174634,16905229.407051284,1109670859.0003,362763.413064963,34.8377064
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,1.01942307407407,160955.714145,101.853043504672,3290605988755.0,26499459.5732334,163875403580.54312,10.625,20427544.5522535,188082.0,1212.48148148148,303462122.0,196422.0,1018318.34934711,16907208.828125,1677040469.5836,348946.870801581,35.63080068
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,1.03122834246575,161120.884997,84.6350275900364,3290605988755.0,23882228.9980992,151054774975.206,13.125,16855150.3795833,184103.0,1357.39726027397,303659123.0,198180.0,1207455.65594262,16909142.24137931,1333961757.815,311626.562887563,34.8459414
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,1.01314555714286,161271.46641,105.868916581678,3290605988755.0,22900767.5324239,155845885412.04922,13.525,16539689.0997224,149613.0,1115.91428571429,303857516.0,156228.0,625890.068493036,16910931.25,1994073353.28,373957.849722365,40.27322368
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,1.01315076470588,161413.174859,117.12216511768,3290605988755.0,25027267.3747204,154046235775.25345,11.925,18210037.1103318,145142.0,986.169934640523,304011615.0,150884.0,784076.104283849,16912755.13245033,897354070.8552,357879.669563471,39.61038377
2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,0.947042919254658,161568.264588,102.614580687324,3290605988755.0,26335882.6622875,159656453239.6705,10.825,19331971.3140078,176548.0,1170.14906832298,304164235.0,188394.0,1019469.31707031,16914725.0,1308310990.257,316996.401101394,33.46783473
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,0.892580943037975,161720.183306,95.8283181828082,3290605988755.0,25845151.9294498,154805811187.95224,7.3,18857575.5936039,180767.0,1241.39240506329,304351957.0,196140.0,1602213.51617503,16916718.869426753,1268254508.4,562265.201137159,60.67628875
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,0.744636687499999,161861.837391,86.7575261012632,3290605988755.0,23555075.1762075,148357441422.17145,11.55,16628207.7251464,182145.0,1326.68055555556,304549889.0,191042.0,1039106.57555746,16918615.580985915,1112391454.4028,325713.865590286,37.04036657
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,0.770433131944445,161969.01389,72.2250276818011,3290605988755.0,23555075.1762075,136931895146.376,12.65,14891789.5575998,194745.0,1431.84722222222,304740147.0,206186.0,1948801.68887794,16920406.25,1350460234.5024,297619.91817914,36.64624829
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,0.683671737179487,162079.109866,87.8896792101859,3290605988755.0,25517998.1075581,140655032393.4437,10.3,16433524.3290414,179043.0,1198.58333333333,304944343.0,186979.0,1047182.67814447,16922281.25,1403735130.4002,246331.386641185,29.65177072
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,0.515427899328859,162186.651854,98.7336667411227,3290605988755.0,24372959.7309369,136763378050.26056,11.4,15253956.5768365,147916.0,1036.88590604027,305133790.0,154496.0,2430655.81800346,16924187.5,973873396.0022,173710.886450546,21.51541723
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,0.69528042384106,162262.475796,89.9796524168846,3381698122495.93,25990711.2963892,129769799134.38016,10.775,14858429.9832526,155432.0,1088.74834437086,305285642.0,164401.0,1620373.97024439,16926068.25,784350039.6144,195469.781016705,25.33293823
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,0.678044703225806,162367.894486,85.8501176263817,3462542391191.0,26679206.9598697,141282178793.025,7.61666666666667,16605902.4023534,182063.0,1235.66451612903,305450795.0,191528.0,1333185.15969478,16927979.13961039,1474300640.8642,257964.538041811,30.78064883
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,0.793882708661417,162473.204814,72.5190173062756,3462542391191.0,21859737.3155061,146205681453.35114,9.31666666666667,14186967.874644,187021.0,1536.75590551181,305643168.0,195168.0,1115427.34148066,16929743.154761903,1353859594.1104,271549.849746511,31.3790795
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,0.670269184210526,162573.806211,89.8079142763034,3462542391191.0,26162835.2122593,151996052720.9874,7.86666666666667,17547837.7941897,186851.0,1281.88157894737,305837556.0,194846.0,931832.735855926,16931484.271523178,1059662670.087,279023.931714987,31.0252744
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,0.79781906993007,162676.150801,86.2387257755955,3462542391191.0,24613719.9694282,148900278991.14728,13.775,15970290.9102052,177713.0,1295.01398601399,306033506.0,185187.0,1103657.68492115,16933325.0,880254488.372,243433.397605638,27.7247885
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,0.830547676691729,162789.392409,80.1708222440691,3462542391191.0,22892480.8107269,144571969806.96265,8.98333333333333,14416156.914284,172416.0,1352.01503759398,306216849.0,179818.0,980288.452038435,16935050.0,946210970.4005,223574.135069727,26.25767336
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,0.596552,162900.148233,113.617666129052,3462542391191.0,26851330.8757398,150037214088.26086,11.275,17932503.4804805,150932.0,1006.96794871795,306397457.0,157087.0,785311.529439133,16936856.493506495,884262667.288,193868.513880537,21.76498898
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,0.568772859259259,162993.323652,109.083626240333,3462542391191.0,23236728.6424672,144356550359.73718,8.65,14782031.2754538,130110.0,1002.02962962963,306554674.0,135274.0,814756.224998199,16938677.891791046,720411912.128,172790.98496436,20.23147507
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,0.71241346,163070.650784,83.1296959150314,3462542391191.0,25818587.3805191,139288560332.16208,12.65,15836955.2390767,179941.0,1252.33333333333,306691342.0,187850.0,1678498.60550847,16940455.704697985,579084803.85,224263.128034661,26.98506764
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,0.763199125,163176.843076,82.0246526601837,3462542391191.0,26162835.2122593,134662766658.38477,7.51666666666667,15343941.6498773,177746.0,1230.69078947368,306877458.0,187065.0,1073046.59589624,16942343.75,994371402.87,219491.595633637,27.51028124
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,0.724552822222222,163293.062293,76.4406394057922,3462542391191.0,23236728.6424672,133931103182.83748,9.41666666666667,13721935.6203732,170699.0,1314.97037037037,307065165.0,177521.0,1166089.64722756,16944134.79477612,821305395.075,191960.62037316,24.09273355
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,0.679723552631579,163391.315075,76.0585432105238,3462542391191.0,26162835.2122593,127322717938.5396,11.625,14889676.7701514,183921.0,1265.86184210526,307243699.0,192411.0,846121.875065866,16945935.25,589107762.5112,206334.254315446,27.20122872
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,0.62542812345679,163494.417659,76.0450898655401,3462542391191.0,27884074.3709606,116531811376.81828,7.16666666666667,14139824.0095985,176008.0,1147.77777777778,307435858.0,185940.0,1280581.95943046,16947893.75,1228494330.492,177562.645877025,25.7646693
