date,Cost % of Transaction Volume,Hash Rate,Number of Transactions Excluding Popular Addresses,Difficulty,Mempool Size,Blockchain Size,Average Confirmation Time,Output Value,Average Block Size,Market Price (USD),Market Capitalization,Number Of Unique Addresses Used,Mempool Transaction Count,Mempool Size Growth,Total Number of Transactions,Miners Revenue,Average Number Of Transactions Per Block,Estimated Transaction Value,Median Confirmation Time,Confirmed Transactions Per Day,Estimated USD Transaction Value,Cost per Transaction
2017-01-01,1.18118424515205,2463610.66220928,176661.0,317688400354.0,2410787.5,97184.817982,11.6245304289957,1084340.88487891,0.698539769230769,964.84,15564616126.3906,355325.0,2499.0,681.616666666667,183782569.0,1970085.32495516,1157.0641025641,170022.21641909,10.85,180502.0,166788994.438506,10.9144792021981
2017-01-02,0.763860750246878,2526780.16636849,287576.0,317688400354.0,11546972.5,97293.875547,69.9584689871761,1573981.61537313,0.944877641509434,997.36,16095976554.6968,529709.0,17792.5,1551.76666666667,183961799.0,2138666.02144959,1829.88050314465,275190.25857322,9.81666666666667,290951.0,279981138.022653,7.3506055021278
2017-01-03,0.656970575226676,2589949.6705277,297536.0,317688400354.0,2420839.0,97444.110856,16.4417536201022,1950525.35497187,0.906573518292683,1013.42,16445328790.5,515024.0,1978.0,1245.35,184253380.0,2245225.0916189,1839.41463414634,333533.01156045,12.35,301664.0,341754284.937987,7.41546586129318
2017-01-04,0.537834883907574,2432025.91012967,325192.0,317688400354.0,4391243.0,97592.788943,20.261473956641,2482037.82084987,0.986063189542484,1037.83,16750117560.1614,545609.0,4869.5,1229.71666666667,184556072.0,2332472.03537403,2147.98692810458,396990.16528807,10.7,328642.0,433678086.930274,7.00053134256953
2017-01-05,0.3552265718429,2210932.64557243,283920.0,317688400354.0,7233848.0,97743.65672,45.6608699277126,2998215.11154757,0.984196892857143,1109.16,18527990400.0,495910.0,5018.5,1415.3,184884526.0,2009800.81508544,2060.72142857143,528064.19396159,10.9166666666667,288501.0,565779976.610049,6.91339789373447
2017-01-06,0.442443862008737,2542572.54240829,342362.0,317688400354.0,34298515.0,97881.444343,251.417224595599,3100652.30632109,0.984330583850932,999.65,16181585450.0,562750.0,44381.0,1136.13333333333,185172468.0,1998357.99063241,2151.58385093168,483798.94337235,11.4833333333333,346405.0,451663626.106073,5.76884857502753
2017-01-07,0.538421514687064,2195140.26953263,278071.0,317688400354.0,20534474.5,98039.921571,124.837478626332,2152944.55351849,0.987245739130435,891.95,14411617336.875,503341.0,11556.5,1125.8,185519347.0,1591509.29207556,2043.91304347826,343331.53049281,10.4333333333333,282060.0,295587982.400845,5.64244945073942
2017-01-08,0.943905255908704,2637326.79864711,256862.0,317688400354.0,16574730.5,98176.161409,59.7432797317915,1679995.29932848,0.810419437125748,906.16,14611843351.8846,455739.0,8176.5,903.666666666667,185801925.0,1990960.48636603,1557.49101796407,230638.88390195,6.63333333333333,260101.0,210928000.866921,7.65456682737101
2017-01-09,0.598353766315062,2147763.14141322,267011.0,317688400354.0,6842669.0,98310.909947,20.5818832304092,2095379.05522485,0.923003161764706,910.49,14630650825.0,475572.0,2912.5,1180.71666666667,186060273.0,1630568.17954383,1984.90441176471,305497.06751474,10.7166666666667,269947.0,272509052.560264,6.00323317763685
2017-01-10,0.674433843072644,2679581.83959097,320848.0,319489481520.344,18602072.5,98437.029922,91.4389306345338,2359325.55048211,0.9597204875,896.92,14410279596.0,541168.0,24204.0,1156.33333333333,186331500.0,1939796.80987879,2024.3,318107.73430452,10.7166666666667,323888.0,287618545.510897,5.93800201998557
2017-01-11,0.416620137023008,2562350.13410886,299020.0,336899932795.0,10056972.0,98590.585191,13.9190368325429,3980330.05363421,0.923016352941176,903.66,14549518400.0,491693.0,6362.5,1265.78333333333,186655527.0,1724412.85485079,1980.77124183007,499810.97625553,15.275,303058.0,413905306.443591,5.6125922889298
2017-01-12,0.586498851105354,2897297.86405773,291655.0,336899932795.0,12172353.5,98731.806732,28.3056487990876,3521724.1432035,0.801678482558139,780.92,11768335385.3286,483078.0,7784.5,1053.66666666667,186958555.0,1782924.4669254,1715.84302325581,395481.51801022,8.5,295125.0,303994536.999549,5.96202090950719
2017-01-13,0.644310381828629,2528855.36111398,269254.0,336899932795.0,3484515.0,98869.695416,14.2138601517322,2361739.55816022,0.840487986666666,805.52,12707811084.75,466561.0,2369.0,975.016666666667,187252983.0,1590739.0391092,1818.31333333333,310679.02359427,8.98333333333333,272747.0,246890176.531767,5.79404997726875
2017-01-14,1.20148490870076,2880550.47756029,238971.0,336899932795.0,8047600.0,98995.768556,47.2628639448336,1500321.71960313,0.742766639534884,825.0,13239439784.7513,446469.0,8639.5,926.516666666667,187526244.0,1922419.87738231,1408.54069767442,194606.3168829,6.83333333333333,242269.0,160003664.087728,7.75460102934692
2017-01-15,1.11983443546752,2796813.54507307,232132.0,336899932795.0,2550997.5,99123.524403,60.5628898107444,1725125.55521011,0.677067658682635,819.55,13025463918.75,417279.0,3023.5,1317.36666666667,187768629.0,1759094.94140748,1413.16766467066,193769.24854518,7.0,235999.0,157085269.544606,7.45382370860672
2017-01-16,0.907931808276704,2830308.31806796,264753.0,336899932795.0,1562025.5,99236.050822,8.01081866055636,2087940.54585886,0.758334798816568,822.01,13149580740.7121,473647.0,1524.5,1101.65,188003169.0,1890860.27174246,1583.66863905325,252594.9321513,12.6,267640.0,208260163.869729,6.88394103526127
2017-01-17,0.655100817778206,2646087.06659608,288284.0,336899932795.0,5222450.0,99364.754369,28.3143960575982,2310740.48936347,0.900242,830.56,13305974821.1841,502462.0,4706.5,1084.6,188272195.0,1911475.33973285,1852.51265822785,334103.8026664,15.15,292697.0,291783384.764451,6.31790334700444
