date,avg-block-size,avg-confirmation-time,blocks-size,cost-per-transaction-percent,cost-per-transaction,difficulty,estimated-transaction-volume-usd,estimated-transaction-volume,hash-rate,market-cap,market-price,median-confirmation-time,mempool-count,mempool-growth,mempool-size,miners-revenue,n-transactions-excluding-popular,n-transactions-per-block,n-transactions-total,n-transactions,n-unique-addresses,output-volume,total-bitcoins,trade-volume,transaction-fees-usd,transaction-fees,transactions-per-second
2015-05-20,0.39034904137931,,36303.945364,1.99354932759621,8.16803452840434,48807487244.6814,48654632.560187,210262.02489277,344525.13582465,3281624398.5820894,231.4,7.91666666666667,,,,969954.100248016,106888.0,737.158620689655,69215122.0,106888.0,214856.0,1097789.81749266,14181609.328358209,1288756.846,3859.100248016,15.0403967,
2015-05-21,0.334343632258064,,36360.179333,2.35851499258406,9.80966038564794,48807487244.6814,42085816.6644364,179769.4103816,371213.702684306,3320939044.694631,234.11,7.65,,,,992600.295782172,98302.0,634.206451612903,69321823.0,98302.0,202037.0,951824.065533791,14185378.859060403,1832280.6438,3485.5457821723,14.47529212,
2015-05-22,0.412173108695652,,36412.09292,1.4029617982238,8.22453371359732,48807487244.6814,64762785.3179089,275586.32050174,344525.13582465,3334425203.9473686,235.0,8.08333333333333,,,,908597.137475951,102770.0,744.710144927536,69419900.0,102770.0,208304.0,1306168.09834131,14189043.421052631,1084170.15,3847.13747595,15.33794565,
2015-05-23,0.433590410714286,,36469.533085,1.94965643694245,8.18312562456669,48807487244.6814,40593776.5705412,169990.68915637,291148.002105338,3389086443.428571,238.8,9.3,,,,791439.177905592,86279.0,770.348214285714,69523350.0,86279.0,187976.0,952580.492433662,14192154.285714285,2491546.068,3399.177905592,12.75570619,
2015-05-24,0.398880308219178,,36517.578283,3.33948484429907,9.76677015081934,48807487244.6814,28578351.3492117,120198.31489406,342098.902473773,3375094864.9714284,237.76,8.0,,,,954369.712057463,94044.0,644.13698630137,69608996.0,94044.0,249786.0,726332.155971916,14195385.535714285,769155.9776,3329.7120574624,13.52427108,
2015-05-25,0.425769496453901,,36575.464776,2.28566240788931,8.24212171673209,48807487244.6814,40786498.3821164,170262.98635824,349377.602526406,3401372623.6944447,239.55,7.93333333333333,,,,932241.661014417,106086.0,752.382978723404,69702357.0,106086.0,221655.0,944628.189909898,14199009.074074075,699665.6625,3985.411014417,15.52614626,
2015-05-26,0.419110611111111,,36635.374934,2.04020712819288,8.66123874291649,48807487244.6814,50457631.3749041,214175.60751689,327541.502368506,3345977270.8225193,235.59,8.95,,,,1029440.19202808,108384.0,752.666666666667,69808193.0,108384.0,227723.0,1012801.84028889,14202543.702290077,1324211.3397,4623.6920280819,18.04951479,
2015-05-27,0.437907724637681,,36696.422864,1.75721095771916,7.88626888003941,48807487244.6814,51191313.6883922,217206.86391884,351803.835877284,3348075793.4545455,235.68,7.83333333333333,,,,899539.373532816,108089.0,783.253623188406,69918101.0,108089.0,214649.0,1155364.88129661,14206024.242424242,2025264.2304,3955.373532816,16.00109647,
2015-05-28,0.452907606060606,,36756.897662,1.75810183372949,7.18858951214139,48807487244.6814,45725449.4432467,194320.04353086,320262.802315872,3343620249.269231,235.31,7.71666666666667,,,,803899.965142772,110980.0,840.757575757576,70026430.0,110980.0,212935.0,1013080.7703111,14209426.923076924,2017013.7863,3845.9651427722,16.24789347,
2015-05-29,0.422254649350649,,36816.416253,1.88210725306258,7.57335849573255,48807487244.6814,59936779.1702219,253496.7821444,380918.636087818,3360512853.5,236.44,7.61666666666667,,,,1128074.46801485,124052.0,805.532467532468,70136658.0,124052.0,243480.0,1083044.47060873,14212962.5,1183233.2428,4984.4680148488,17.83224896,
2015-05-30,0.480064867647059,,36881.708802,1.9782754527004,6.5464286370153,48807487244.6814,44900328.1318046,190481.62282286,300852.93550885,3351146063.4846153,235.72,9.31666666666667,,,,888252.169613421,127801.0,939.713235294118,70261977.0,127801.0,266265.0,910677.755135272,14216638.653846154,1449876.0048,4302.1696134212,17.0420672,
2015-05-31,0.379709574324324,,36946.997649,2.32884736105508,9.04135407364548,48807487244.6814,39799318.1951512,171327.24147719,356656.30257904,3303351282.2552447,232.3,7.5,,,,926865.371505693,98784.0,667.459459459459,70389405.0,98784.0,251225.0,939481.634230634,14220194.93006993,990720.009,9280.371505693,39.45981082,
2015-06-01,0.531085227272727,,37002.708717,1.18435241901018,5.94616008565781,48807487244.6814,66947696.4841927,293193.03006128,332393.969070261,3247840543.0387597,228.34,8.48333333333333,,,,792896.662782127,128696.0,974.969696969697,70486563.0,128696.0,258970.0,1511638.92557008,14223703.875968993,996462.0596,5123.662782126,21.70563529,
2015-06-02,0.468841773333333,,37073.297782,1.60784805057848,6.75287826766582,47589591153.625,57270911.4599404,256222.76064755,345390.945540338,3180062571.6923075,223.52,7.85,,,,920829.233457179,128207.0,854.713333333333,70616730.0,128207.0,253269.0,1427614.34935343,14227194.755244756,2722815.5856,4397.2334571792,18.56065267,
2015-06-03,0.471853915492958,,37143.55952,1.52284456816162,6.34196171810147,47589591153.625,56476289.8654473,250793.95117655,335928.179909096,3204646385.3850365,225.19,8.43333333333333,,,,860046.112515177,127600.0,898.591549295775,70744605.0,127600.0,246454.0,1371892.78793744,14230855.656934306,1745900.3219,4324.1125151763,18.03214868,
2015-06-04,0.432630432624113,,37210.612674,1.75615840805777,7.16486325864711,47589591153.625,53824239.9311192,238794.32090115,335928.179909096,3208425156.9465647,225.4,9.05,,,,945238.915123538,118346.0,839.333333333333,70872252.0,118346.0,231919.0,1241860.2491725,14234361.83206107,1299861.514,4193.915123538,16.82484681,
2015-06-05,0.421890891304348,,37271.62828,1.56914704090731,7.31512769805521,47589591153.625,53499853.6065241,240038.8263035,335928.179909096,3173339004.4210525,222.88,8.4,,,,839491.369756514,110201.0,798.557971014493,70990802.0,110201.0,223180.0,1447942.09170953,14237881.390977444,1085853.5296,3691.3697565136,15.9113149,
2015-06-06,0.287492595505618,,37329.78628,3.43492011754956,12.2199346165706,47589591153.625,36746393.6069828,163491.69606239,380876.316657496,3201008368.759259,224.76,8.06666666666667,,,,1262209.26648019,92696.0,520.76404494382,71100871.0,92696.0,234953.0,1067922.86044112,14241895.216049382,1876411.1076,3553.2664801932,14.25095862,
2015-06-07,0.356153362416107,,37381.095443,2.67524565129559,10.5725652151183,47589591153.625,35227318.9450401,156572.82076999,395070.465104359,3205198165.4166665,224.99,7.5,,,,942417.318145213,83627.0,561.255033557047,71193687.0,83627.0,220164.0,985928.182790547,14245958.333333334,623127.8042,3084.0681452124,12.96274061,
2015-06-08,0.372258942675159,,37433.81719,1.72396038076975,8.802167035224,47589591153.625,59227078.9674461,266452.57768331,333562.488501286,3167419205.342466,222.28,8.21666666666667,,,,1021051.37608598,108173.0,689.0,71276253.0,108173.0,202272.0,1129649.87868467,14249681.506849315,739776.7364,4120.376085984,17.34380551,
2015-06-09,0.41961742384106,,37492.364143,1.77932412522663,7.274264633595,47589591153.625,53661538.5586048,235709.12131514,383242.008065307,3244964188.0174823,227.66,6.7,,,,954812.701541047,121638.0,805.549668874172,71385150.0,121638.0,230578.0,1280040.33589121,14253554.37062937,2046968.4644,4332.2015410472,17.7172119,
2015-06-10,0.490486875739645,,37555.896668,1.85193488578164,7.63857432516977,47589591153.625,58663591.1924833,256307.1967515,373779.242434065,3263286962.3625,228.88,7.7,,,,1086411.51054592,131279.0,776.798816568047,71506717.0,131279.0,272533.0,1315885.14684612,14257632.65625,2077600.98,4953.5105459208,20.08297998,
2015-06-11,0.459191703703704,,37638.208097,1.51793953674357,6.76599421599536,47589591153.625,57681283.8927474,253210.2014607,366682.168210633,3248758848.110236,227.8,7.31666666666667,,,,875567.013509312,120624.0,893.511111111111,71637047.0,120624.0,233951.0,1270934.58421707,14261452.362204725,1444215.552,4232.013509312,17.44264663,
2015-06-12,0.479207732394367,,37700.779778,1.70758361499763,6.7805494991688,47589591153.625,55260658.588753,241281.31069621,321734.031462233,3267080360.580827,229.03,8.86666666666667,,,,943621.951601325,126945.0,893.978873239437,71759306.0,126945.0,248877.0,1366574.23232872,14264857.706766916,1082688.9384,4598.951601325,18.36680608,
2015-06-13,0.375147314465409,,37768.588733,2.46616433524226,9.1928624750752,47589591153.625,46035428.6446117,200502.73799918,373779.242434065,3276085919.448276,229.6,7.4,,,,1135309.32280931,105843.0,665.679245283019,71885271.0,105843.0,239474.0,1059041.01432131,14268666.896551725,1351595.504,4529.322809312,16.9025367,
2015-06-14,0.407006506756757,,37827.887867,2.16896822867517,8.98624850458848,49692386354.8938,46613584.2672207,201354.57566834,358182.179015018,3304086284.6715326,231.5,7.58333333333333,,,,1011033.83300274,103036.0,696.189189189189,71990448.0,103036.0,247680.0,1314421.18751773,14272510.94890511,928766.425,4008.833002745,15.98348336,
2015-06-15,0.512932125,,37888.712657,1.63715476342412,6.80941797390446,49692386354.8938,62701864.9621791,270185.13794191,370533.288636225,3313064636.1098485,232.07,7.68333333333333,,,,1026526.56898407,129389.0,898.534722222222,72095118.0,129389.0,272423.0,1488281.47796614,14276143.56060606,832003.4398,5418.5689840716,19.87304204,
2015-06-16,0.573775830508475,,37962.760103,1.01636956135829,6.53425745754448,49692386354.8938,85269341.7885155,361310.77029032,303837.296681705,3369943183.783784,236.0,9.95,,,,866651.63510904,121541.0,1030.00847457627,72224417.0,121541.0,231099.0,1882331.9780256,14279420.27027027,2474934.36,5251.63510904,20.13279514,
2015-06-17,0.511237183544304,,38030.531014,1.12447222339095,7.55169741323906,49692386354.8938,102860756.081282,411475.94240052,350771.513242293,3570426505.189189,249.98,8.21666666666667,,,,1156640.63090393,133122.0,842.544303797468,72346119.0,133122.0,264842.0,1896661.99324697,14282848.64864865,4488143.4198,6732.6309039354,23.45269754,
2015-06-18,0.484417948717949,,38110.556304,1.47927250469523,8.12823580675776,49692386354.8938,76610032.6697331,309598.03059096,380414.176333191,3535265924.5833335,247.45,7.48333333333333,,,,1133271.14912139,124929.0,800.826923076923,72477817.0,124929.0,234569.0,1470729.01722769,14286788.94557823,4191968.7915,7373.6491213945,27.33272035,
2015-06-19,0.51590868707483,,38186.600702,0.872203279804633,7.84076095072682,49692386354.8938,119674984.776515,482055.04219977,397705.729802882,3547763414.6438847,248.26,7.41666666666667,,,,1043809.14232646,125222.0,851.850340136054,72603340.0,125222.0,253777.0,1862738.65546461,14290515.647482015,2774658.0292,7323.6423264578,27.30544421,
2015-06-20,0.440191253731343,,38262.463722,1.98621265987926,8.36831059868619,49692386354.8938,45009612.4808706,184579.09567714,331009.737848361,3485612760.6054688,243.85,8.28333333333333,,,,893986.621257645,102012.0,761.283582089552,72728642.0,102012.0,228622.0,1106879.27677132,14294085.546875,1634650.9135,3934.1212576455,15.3721681,
2015-06-21,0.459852080645161,,38321.184304,2.25485823950505,8.16112600756367,49692386354.8938,37066509.1952775,151446.41142095,301367.074757463,3499258261.922269,244.75,9.41666666666667,,,,835797.23668661,96654.0,779.467741935484,72830395.0,96654.0,236321.0,982028.37256652,14297275.840336135,1105440.2975,3647.23668661,14.07698414,
2015-06-22,0.589237732026144,,38378.138233,1.99533380300854,7.69805001047318,49692386354.8938,56260052.2847182,231000.0093809,365592.844787742,3482932483.503521,243.55,9.23333333333333,,,,1122575.84082726,119345.0,780.032679738562,72926758.0,119345.0,222817.0,1116461.80818948,14300687.676056338,473743.718,8334.5908272615,27.92504014,
2015-06-23,0.521622671428571,,38468.624399,1.83004824640423,7.6290131735919,49692386354.8938,55553592.9468954,225122.96043642,353241.735166535,3529897164.7480917,246.77,8.81666666666667,,,,1016657.5535392,125560.0,896.857142857143,73045876.0,125560.0,256698.0,1159177.86445754,14304401.526717557,1247020.1149,4900.5535392044,18.74452789,
2015-06-24,0.385564634615385,,38541.649091,1.85352339603843,9.00807297160779,49692386354.8938,58115552.6953232,238315.23290135,373003.510560467,3489188445.0408163,243.86,7.8,,,,1077185.36594486,113093.0,724.955128205128,73172627.0,113093.0,224581.0,1151794.27080253,14308162.24489796,1225045.3416,4201.365944859,16.35528118,
2015-06-25,0.358829111842105,,38601.299208,2.01260087438272,8.71636416110104,49692386354.8938,53328915.3851991,222018.79843963,395235.50787864,3437730515.979021,240.2,7.06666666666667,,,,1073298.21734134,111468.0,733.342105263158,73284486.0,111468.0,189264.0,954825.273313484,14311950.524475524,1610305.604,4408.217341338,16.69325104,
2015-06-26,0.416877448051948,,38655.720711,1.75094218745541,8.84503746357284,49692386354.8938,62482074.0303431,258105.06456685,365592.844787742,3465560349.462069,242.08,7.78333333333333,,,,1094024.9937944,116432.0,756.051948051948,73395661.0,116432.0,248150.0,1523303.49053895,14315764.827586208,1211070.5616,4664.9937943968,18.16023869,
2015-06-27,0.485407666666667,,38720.114244,2.02426245435325,7.79119236203134,49692386354.8938,42521539.4737508,175000.16245679,316188.406302912,3479311792.955645,242.98,8.73333333333333,,,,860747.558580137,106004.0,821.736434108527,73512526.0,106004.0,254786.0,1268853.97409761,14319334.072580645,1281124.199,4243.0585801366,16.74241236,
2015-06-28,0.412737085106383,,38782.792859,2.63692843887449,9.71161706903274,49692386354.8938,40412398.5185862,160870.97853822,363122.622863501,3598004500.8076925,251.21,8.15,,,,1065646.02936789,99145.0,703.156028368794,73618603.0,99145.0,236527.0,825968.950340309,14322696.153846154,1783480.4676,4283.7793678937,15.3949869,
2015-06-29,0.487113492857143,,38841.320201,1.41931283326475,7.52800606018978,49402014931.2275,70403431.6460673,283233.82405788,336442.885099528,3561065134.6401515,248.57,9.18333333333333,,,,999244.94041141,124180.0,887.0,73718375.0,124180.0,240752.0,1334497.09747364,14326206.43939394,1517629.2208,4964.94041141,18.70253432,
2015-06-30,0.598433868965517,,38909.556056,1.21374095515389,6.11205392757791,49402014931.2275,81344427.4907999,317689.62113181,351177.609994398,3669139978.324468,256.05,9.08333333333333,,,,987310.631191298,155869.0,1074.95862068966,73842827.0,155869.0,257561.0,1670248.60002072,14329779.255319148,3936878.8515,7919.3811912975,29.95122247,
2015-07-01,0.634471488888889,,38996.323051,1.41263214140418,6.15127734072832,49402014931.2275,65896769.8642654,251102.27437513,356089.184959354,3761482849.3295455,262.43,8.86666666666667,,,,930878.951249757,144112.0,1067.4962962963,73998701.0,144112.0,253870.0,1307377.46519542,14333280.681818182,5228101.5927,5813.2012497566,21.27628595,
2015-07-02,0.476935396103896,,39081.708449,1.52396631090215,7.3650119404591,49402014931.2275,74021939.3829363,287151.5997476,343810.247546963,3695766350.5208335,257.78,8.28333333333333,,,,1128069.41887236,142153.0,923.071428571429,74142175.0,142153.0,267808.0,1346675.49059166,14336901.041666666,3449410.8916,6726.4188723586,24.29662311,
2015-07-03,0.430264552795031,,39155.424689,1.89884949445662,8.50199515993106,49402014931.2275,63706885.8204479,250144.83202626,397837.572161486,3652324768.576159,254.68,7.48333333333333,,,,1209697.87933563,129719.0,805.708074534161,74285013.0,129719.0,252129.0,1256857.34846542,14340838.57615894,2506550.3728,6334.8793356312,22.79418437,
2015-07-04,0.388086197368421,,39224.697477,2.56427255752287,9.62241886398635,49402014931.2275,41138598.038809,160622.35685932,380647.059784137,3673968005.068027,256.12,7.33333333333333,,,,1054905.78005882,104582.0,688.039473684211,74414788.0,104582.0,234937.0,931803.512532157,14344713.43537415,2343369.94,4813.7800588228,17.84510252,
2015-07-05,0.442218161971831,,39283.93315,1.3048544616855,8.38185324545507,49402014931.2275,84265970.246596,323689.04946259,356089.184959354,3735331087.3576922,260.33,8.75,,,,1099548.27244529,115084.0,810.450704225352,74519208.0,115084.0,269467.0,1148118.74315309,14348446.538461538,2059798.6458,6162.272445287,20.94808987,
2015-07-06,0.507758403314917,,39346.090103,1.45814669556068,7.31037352989205,49402014931.2275,97028677.2783973,357590.76169528,417483.872021312,3894394576.391813,271.34,6.9,,,,1414820.45148119,174070.0,961.71270718232,74633416.0,174070.0,290419.0,1515223.32559104,14352452.923976608,5783243.0776,10635.9514811886,35.590639,
2015-07-07,0.769014164179105,,39438.636596,1.11669409874666,4.84566295302362,49402014931.2275,94986257.2284984,353726.79860164,363456.547406789,3855119381.897177,268.53,8.55,,,,1060705.92909097,190747.0,1423.48507462687,74808559.0,190747.0,276934.0,1252017.95388018,14356382.459677419,5377393.809,13438.9290909651,43.28253875,
2015-07-08,0.737150608695652,,39541.618608,1.6088517213158,5.4062333002143,49402014931.2275,73188126.0188642,275319.28683318,378191.272301659,3817345125.745161,265.83,11.0,,,,1177488.42525327,201747.0,1253.08695652174,75000638.0,201747.0,278945.0,1278701.82290426,14360099.032258065,3676715.9964,14482.1752532739,50.7814831,
2015-07-09,0.744732984962406,,39660.114973,1.38420907145017,4.82859154770637,49402014931.2275,68666224.1139977,254027.68715178,338898.672582006,3882664378.794231,270.31,8.71666666666667,,,,950484.103208261,191163.0,1437.31578947368,75201084.0,191163.0,269424.0,1327555.34796366,14363746.73076923,4335683.1977,11156.8532082605,40.17988719,
2015-07-10,0.644446285714286,,39759.34954,1.02422512471633,5.40676208695145,49402014931.2275,121962200.389398,453391.07951449,383102.847266616,3864813553.9930553,269.0,11.5166666666667,,,,1249167.49904509,193020.0,1253.37662337662,75393025.0,193020.0,266692.0,1846251.52774276,14367336.631944444,3742801.44,11767.49904509,37.36990049,
2015-07-11,0.74648275,,39858.409018,1.76332278210929,6.13501161591684,49402014931.2275,66906355.1911232,234825.05682691,356089.184959354,4094628008.1888113,284.92,9.31666666666667,,,,1179775.00376404,186200.0,1258.10810810811,75584941.0,186200.0,275689.0,1282132.21166236,14371149.825174825,8305400.9048,11603.0037640396,38.71393068,
2015-07-12,0.776860096296296,,39969.074027,1.45699694491356,4.63062983222057,51076366303.4819,81531673.5924484,279562.7266234,350384.751809399,4192221526.128,291.64,9.75,,,,1187913.99337887,208685.0,1545.81481481481,75771695.0,208685.0,270698.0,1265050.14335521,14374645.2,3410493.5716,14062.9933788728,44.36391382,
2015-07-13,0.717927831081081,,40074.015475,1.63794288453538,7.58914212541524,51076366303.4819,80289251.5215968,258538.88752728,368157.891393933,4465130903.466312,310.55,8.88333333333333,,,,1315092.08234471,159695.0,1079.02027027027,75983048.0,159695.0,240377.0,1377993.23669709,14378138.475177305,6985899.8875,10782.0823447055,32.26811751,
2015-07-14,0.716006944444444,,40179.899316,1.5832292283178,8.75428630571624,51076366303.4819,69699575.5230552,238746.23389414,352923.771750046,4198634545.5921984,291.94,9.28333333333333,,,,1103504.05169445,122618.0,851.513888888889,76139381.0,122618.0,230438.0,1301094.15916543,14381840.602836879,8692723.6968,8729.0516944488,29.19469656,
2015-07-15,0.662799640522876,,40283.305136,1.93472724043042,9.75212031932172,51076366303.4819,59551262.7790171,206832.67150256,391009.070859764,4141886212.3733335,287.92,7.58333333333333,,,,1152154.50300595,115570.0,755.359477124183,76262779.0,115570.0,231980.0,1278826.69611862,14385545.333333334,2967723.8832,7672.5030059464,26.13382277,
2015-07-16,0.699365597014926,,40384.731401,1.37708238365745,8.76329229606091,51076366303.4819,75260531.9032055,263461.91942591,345306.711928103,4110408104.8153844,285.66,8.58333333333333,,,,1036399.52668594,114387.0,853.634328358209,76377423.0,114387.0,222932.0,1411380.25805196,14389162.307692308,2815364.979,8023.5266859396,27.39621947,
2015-07-17,0.676601986394558,,40478.431763,1.76792687327658,9.29766979197841,51076366303.4819,68372780.0203088,246140.0389528,365618.871453286,3997986391.847826,277.78,8.43333333333333,,,,1208780.75198532,116906.0,795.278911564626,76492830.0,116906.0,205768.0,1196198.21992367,14392635.869565217,5856474.6292,7382.2519853212,24.04523437,
2015-07-18,0.654657516778524,,40577.602977,2.42149414143138,8.10826431252057,51076366303.4819,46998915.2330821,168195.66701171,406243.190503651,4022768856.3076925,279.43,7.76666666666667,,,,1138075.97890539,130695.0,877.147651006711,76608891.0,130695.0,213960.0,912672.782341719,14396338.461538462,3209370.9106,13370.2289053869,43.55700027,
2015-07-19,0.639913519736842,,40674.755975,3.08002218310621,8.83704410876066,51076366303.4819,37021783.6671503,133778.21661903,363079.851512638,3985091486.727891,276.74,8.01666666666667,,,,1140279.14952982,120887.0,795.309210526316,76738721.0,120887.0,248240.0,741667.319249315,14400128.231292518,2590637.8598,5645.1495298222,19.6377689,
2015-07-20,0.439029051282051,,40772.601042,2.06440476761482,8.80369145567999,51076366303.4819,56607639.4441101,205494.75240175,365618.871453286,3967857805.2316666,275.47,7.33333333333333,,,,1168610.80751842,125258.0,802.935897435897,76860425.0,125258.0,236910.0,1021035.40134793,14403956.166666666,1457194.9795,11636.8075184166,40.05246965,
2015-07-21,0.535469598425197,,40840.968153,1.6231535070535,7.13717153250022,51076366303.4819,64516479.0979673,231233.57262452,355462.791690694,4019837639.0211864,279.01,8.3,,,,1047201.4931061,133785.0,1053.42519685039,76985755.0,133785.0,255725.0,1072092.57105592,14407503.813559322,2459855.3937,7889.2431060954,25.67332781,
2015-07-22,0.463088837662337,,40909.259837,2.07500541495181,8.55044356503661,51076366303.4819,60428196.3797901,218341.51026084,373235.931275229,3988388116.3732395,276.76,8.6,,,,1253888.34703836,131259.0,852.331168831169,77120274.0,131259.0,247466.0,1066781.86979554,14410999.11971831,2488902.68,8468.34703836,27.36251591,
2015-07-23,0.401367971428571,,40980.326381,1.95237144568019,9.56694105574266,51076366303.4819,57351034.1334135,206320.94878373,378313.971156525,4006863214.0833335,277.97,7.38333333333333,,,,1119705.21422306,109620.0,783.0,77251083.0,109620.0,208474.0,1147723.09458963,14414732.575757576,2335420.549,7825.2142230647,26.58585451,
2015-07-24,0.376293443786982,,41036.355293,1.84192739509198,10.9707146174008,51076366303.4819,78120284.9283013,282440.7423562,426555.350028833,3988018045.298387,276.59,6.81666666666667,,,,1438918.92921829,109918.0,650.402366863905,77359954.0,109918.0,217965.0,1237475.71992341,14418518.548387097,1780957.4782,7565.6792182924,23.27602155,
2015-07-25,0.354706220779221,,41099.734171,2.37009650954441,12.0260168606899,52278304845.5917,59421326.3827129,205610.12589174,397611.600337113,4168134855.4347825,289.0,8.53333333333333,,,,1408342.78252167,100544.0,652.883116883117,77469740.0,100544.0,195286.0,775155.069554052,14422611.956521738,4577494.12,6692.78252167001,20.24099182,
2015-07-26,0.433771208333333,,41154.539959,3.10476994975893,12.0056197479989,52278304845.5917,41154292.4221804,142510.88171681,358630.070892298,4166022065.0820894,288.78,8.2,,,,1277746.10415977,92776.0,644.277777777778,77570713.0,92776.0,256518.0,605701.15915548,14426283.208955225,2183621.5212,7114.1041597704,21.17046613,
2015-07-27,0.532104939597316,,41217.379271,1.8477198914815,9.93004065484652,52278304845.5917,70720346.5133905,241514.74118363,402809.137596422,4225388239.9963236,292.82,8.41666666666667,,,,1306713.90985256,115226.0,773.328859060403,77663204.0,115226.0,236624.0,1023387.28472387,14429985.110294119,1544332.68,10985.4098525622,31.33315906,
2015-07-28,0.5744675,,41296.051744,1.24790106837383,8.76206518573054,52278304845.5917,85471313.393753,290787.98827528,369025.145410916,4242454798.882576,293.93,8.0,,,,1066597.43299379,118350.0,870.220588235294,77778068.0,118350.0,243025.0,1225712.79994698,14433554.924242424,4311794.3778,8449.4329937927,27.90367841,
2015-07-29,0.84022434868421,,41374.795945,1.83179109930641,8.28384198988802,52278304845.5917,72096185.5168937,245291.86689199,387216.525818496,4243368097.5277777,293.92,10.1,,,,1320651.5092379,143200.0,942.105263157895,77897567.0,143200.0,269690.0,1124862.87126057,14437153.298611112,2586590.0544,12707.509237896,39.00263677,
2015-07-30,0.777652641791045,,41502.426536,1.90530298512976,8.20586762413443,52278304845.5917,55370677.1816857,190801.78215605,356031.302262644,4190692088.730769,290.2,9.65,,,,1054979.16522922,123577.0,922.216417910448,78039771.0,123577.0,230385.0,1045771.38149005,14440703.26923077,2961136.956,10259.16522922,34.02627027,
2015-07-31,0.756096662251656,,41606.715101,1.88527105474302,7.81948730693615,52278304845.5917,68347424.7711883,236947.21709547,361228.839521953,4166461219.5,288.45,9.43333333333333,,,,1288534.21587347,147503.0,976.841059602649,78164554.0,147503.0,253234.0,1036533.20835018,14444310.0,2343295.6875,12142.965873474,37.75865133,
2015-08-01,0.72984375483871,,41720.700831,2.30133645337442,7.8202582876827,52278304845.5917,53873056.5162016,189487.02654216,426198.055263311,4107744919.836735,284.31,7.91666666666667,,,,1239800.28815435,147481.0,951.490322580645,78311452.0,147481.0,256672.0,795128.045766616,14448119.727891156,2250276.6897,10159.5381543513,32.67417545,
2015-08-02,0.428181695364238,,41834.026587,2.43607349788273,11.7452435784723,52278304845.5917,54755965.6604308,194895.76672159,408006.674855731,4060278609.8913045,280.95,7.41666666666667,,,,1333895.56796352,103600.0,686.092715231788,78458889.0,103600.0,255245.0,652971.452255268,14451961.594202898,1994725.3335,6406.81796352,20.81821964,
2015-08-03,0.454972554140127,,41898.598171,1.89711726878609,9.45552554036239,52278304845.5917,61789559.9590359,218910.08275716,382018.988559187,4080289542.029412,282.26,8.0,,,,1172220.41228981,119844.0,763.337579617834,78563176.0,119844.0,245877.0,1039238.01036461,14455783.823529411,1281691.8532,7897.912289806,27.09518893,
2015-08-04,0.797579757352941,,41970.163404,1.589930722094,7.42271767564794,52278304845.5917,68759302.955495,244590.57681949,374222.682670224,4064840475.0387597,281.12,8.96666666666667,,,,1093225.2819871,132547.0,974.610294117647,78683288.0,132547.0,252264.0,1190335.55150665,14459449.6124031,1758543.3488,10913.281987104,35.18586297,
2015-08-05,0.800967067669173,,42078.383585,1.62292802108183,7.6882896475363,52278304845.5917,71356461.26607,250373.548302,327444.847336446,4121904190.5737705,285.0,11.5666666666667,,,,1158064.00473945,133758.0,1005.6992481203,78814943.0,133758.0,257740.0,1251881.95199384,14462821.721311476,1772771.25,10939.00473945,33.89808802,
2015-08-06,0.785166552447552,,42184.163431,1.70490089391637,7.64980895690584,52278304845.5917,61188568.2725452,217752.91200194,363827.608151607,4065019488.4751773,281.0,9.05,,,,1043204.44745325,134838.0,942.923076923077,78947446.0,134838.0,245603.0,1164782.09964292,14466261.524822695,1841426.72,10529.44745325,37.05030425,
2015-08-07,0.498200948905109,,42296.685628,1.74443036543242,8.92811224977849,52278304845.5917,60380400.5903396,217916.84925054,369025.145410916,4009278383.2846155,277.08,8.3,,,,1053294.04266762,111345.0,812.737226277372,79082512.0,111345.0,225700.0,1135247.96613395,14469750.192307692,1967639.2872,7317.0426676176,25.06010357,
2015-08-08,0.350408975155279,,42365.695233,1.82911924568042,12.0824348890423,52699842409.347,70991071.9613706,254156.78061496,411296.569970398,4042725524.105263,279.32,7.71666666666667,,,,1298511.35996027,101512.0,630.509316770186,79196706.0,101512.0,232174.0,1260644.04190667,14473455.263157895,2425290.8688,6656.3599602676,22.40730609,
2015-08-09,0.368554197183099,,42421.751722,0.846127412320488,10.4681351473817,52699842409.347,118384698.277379,451470.89572641,353662.65570703,3796224734.251825,262.22,8.08333333333333,,,,1001685.38411781,90534.0,637.56338028169,79296537.0,90534.0,222025.0,1243911.31982425,14477250.91240876,2691512.6126,5249.3841178058,19.00348649,
2015-08-10,0.450405820359281,,42473.886164,1.62864176111309,9.74720170161429,52699842409.347,72494674.4156681,273513.20285104,458451.590731335,3838221567.7083335,265.05,6.36666666666667,,,,1180678.54211654,116841.0,699.646706586826,79386585.0,116841.0,235211.0,1252737.0540344,14481122.685185185,2353797.729,7832.2921165395,28.5686514,
2015-08-11,0.410415049382716,,42548.93208,1.70526250616443,10.4965331439615,52699842409.347,79554550.9711304,300807.46765656,442733.250477689,3830922587.3389263,264.47,7.13333333333333,,,,1356613.92965816,114741.0,708.277777777778,79502941.0,114741.0,221431.0,1189959.00416974,14485282.2147651,2564634.3522,7816.9296581543,26.09037644,
